1.000000000000000021e-03,6.051779131296805003e-01,1.859432410286815940e-01,8.268265834666605585e+00,6.535668223231058671e-02,-2.191187709318536125e+00,-1.728165680649295377e-01,-1.208524342093871169e-02,7.639981476883800360e-03,-2.681199240066956761e-03,0.000000000000000000e+00,-1.107413380444555173e-02,0.000000000000000000e+00,-2.850622047254473546e-01
2.000000000000000042e-03,4.179882368020217953e-01,1.848215037468400601e-01,8.310724176890868620e+00,6.045786233994211722e-02,-2.163938232092364800e+00,-1.738471896729032184e-01,-1.001378553936009379e-02,-6.299721836519463387e-03,-2.949895565325548648e-03,0.000000000000000000e+00,-1.263664197873493045e-02,0.000000000000000000e+00,-2.812862341332744709e-01
3.000000000000000062e-03,3.205617043195548854e-01,1.937924450378611663e-01,8.530721855354711280e+00,4.796782761192072003e-02,-2.104958353862043108e+00,-1.778997950008437967e-01,-1.813267518282992569e-02,1.077305937562169150e-03,-2.585921661297942327e-03,0.000000000000000000e+00,-1.291086057984341950e-02,0.000000000000000000e+00,-2.850395220017538089e-01
4.000000000000000083e-03,6.663710931314484887e-01,2.158120422911347924e-01,9.031458407995010873e+00,3.129545880606014047e-02,-2.008860129943744077e+00,-1.821800319364546006e-01,-2.992485015201356083e-02,7.098541226113955563e-03,-2.657577151846337096e-03,0.000000000000000000e+00,-1.395635652948107319e-02,0.000000000000000000e+00,-2.893687653965532625e-01
5.000000000000000104e-03,3.989249996450502378e-01,2.360351928284877554e-01,9.423222854818032346e+00,1.183397068827726425e-02,-1.846410766592938346e+00,-1.883208670385911332e-01,-5.471550839212420414e-02,-4.443739122148492211e-03,-2.583744151621038872e-03,0.000000000000000000e+00,-1.953599822178414547e-02,0.000000000000000000e+00,-2.927507164082425728e-01
6.000000000000000125e-03,6.885779362199465070e-02,2.538912108318478467e-01,9.835479698460460440e+00,-9.722638418100207694e-03,-1.666098769639993593e+00,-1.960224575996835084e-01,-8.747141926868802486e-02,-2.064308561285526245e-03,-2.404743821021759678e-03,0.000000000000000000e+00,-2.472749415789593508e-02,0.000000000000000000e+00,-3.011897454143596109e-01
7.000000000000000146e-03,-3.137471428388390882e-01,2.655687011005746223e-01,1.023174642228390852e+01,-3.098604568715703639e-02,-1.471275623684471068e+00,-2.065501315176493935e-01,-1.099681479173344328e-01,-2.005768855810762322e-03,-1.823901549229629175e-03,0.000000000000000000e+00,-2.863498907085648693e-02,0.000000000000000000e+00,-3.065134588464207277e-01
8.000000000000000167e-03,-7.358458587271139439e-01,2.747942483699278848e-01,1.058483326291508675e+01,-5.266595230735333921e-02,-1.271099320399404986e+00,-2.181129690561227630e-01,-1.464209208528513551e-01,-7.342617421426412931e-03,-2.691107253099777556e-03,0.000000000000000000e+00,-3.591378212454149343e-02,0.000000000000000000e+00,-3.136803891629772467e-01
9.000000000000001055e-03,-1.275080188744459830e+00,2.782262928646451750e-01,1.081840842794350976e+01,-7.346277234491302432e-02,-1.063979154502138647e+00,-2.334562675382462482e-01,-1.579930232120899947e-01,9.826050069305543311e-03,-3.777443941583582925e-03,0.000000000000000000e+00,-3.573056790850939746e-02,0.000000000000000000e+00,-3.203147454751773537e-01
1.000000000000000194e-02,-1.713349535508799093e+00,2.801706865228287269e-01,1.060361944040535498e+01,-9.293428515118831723e-02,-8.686421438688309848e-01,-2.505677196008188057e-01,-1.878070272934806995e-01,5.033803844313856565e-03,-3.014053787860898528e-03,0.000000000000000000e+00,-4.201868035964395620e-02,0.000000000000000000e+00,-3.258425506235150815e-01
1.100000000000000283e-02,-1.873671790686463723e+00,2.775800941854123516e-01,1.047787966157805606e+01,-1.083817315071375492e-01,-6.487447745863287318e-01,-2.689813468456635492e-01,-2.229102084621565616e-01,2.152120038741030597e-02,-2.930213880996581331e-03,0.000000000000000000e+00,-4.659143443768939963e-02,0.000000000000000000e+00,-3.372734036288540516e-01
