1.000000000000000021e-03,-7.964803473313640803e-01,4.483043389196959133e-02,9.762254744009140950e+00,-1.058816380332385995e-02,-5.945925302150123840e-03,-1.012715001366540878e-02,-1.208524342093871169e-02,7.639981476883800360e-03,-2.658514924837800369e-03
2.000000000000000042e-03,4.652654226163699391e+00,4.799105940047199842e-02,1.390427069325593834e+01,4.820416205895788897e-02,-2.153036832592165536e-02,-5.181980397565737195e-02,-1.001378553936009379e-02,-6.299721836519463387e-03,-1.581787749907865789e-02
3.000000000000000062e-03,4.687792688031629851e+00,1.043368778722578716e-01,6.103536719982948888e+00,6.853349314285793470e-02,-9.024411188894323477e-01,-8.637275062277911808e-02,-1.813267518282992569e-02,1.077305937562169150e-03,1.002932995230742738e-02
4.000000000000000083e-03,4.258444923358566392e+00,8.161956064131556388e-02,6.228593638867021554e+00,6.248580379740958923e-02,-1.731879998609794802e+00,-1.450489145722983764e-01,-2.992485015201356083e-02,7.098541226113955563e-03,-1.262910701927061298e-03
5.000000000000000104e-03,3.579061463517584141e+00,1.086896151676524230e-01,6.645888254480261992e+00,8.562641084186722873e-02,-2.480057642723922928e+00,-1.785651013317143265e-01,-5.471550839212420414e-02,-4.443739122148492211e-03,-3.974747634899538046e-04
6.000000000000000125e-03,2.672254836377035758e+00,7.970391411654879910e-02,7.136051901993019975e+00,1.192773380733597177e-01,-3.143690158787098454e+00,-2.027662185978415244e-01,-8.747141926868802486e-02,-2.064308561285526245e-03,-7.095902367026991550e-03
7.000000000000000146e-03,1.596830958403446576e+00,8.930137954648198484e-02,7.662084472452638906e+00,1.107708177327173943e-01,-3.700718024427032571e+00,-2.389942188686473568e-01,-1.099681479173344328e-01,-2.005768855810762322e-03,-4.644446878288489670e-03
8.000000000000000167e-03,-1.194460014900765721e+01,1.263746478071296475e-01,4.520867660708598912e+00,1.098948974125348310e-01,-3.238182561333287524e+00,-2.614720509901544143e-01,-1.464209208528513551e-01,-7.342617421426412931e-03,7.212454399629844928e-03
9.000000000000001055e-03,-1.013051909118172222e+00,4.635513745154083987e-01,9.758780715383501558e+00,7.372744334010382372e-02,-3.361139528446790870e+00,-2.583467532150295343e-01,-1.579930232120899947e-01,9.826050069305543311e-03,-1.049514526125173465e-02
1.000000000000000194e-02,-1.641127559097963262e+00,7.130335473275799529e-01,1.096032954553298389e+01,-1.436538027337877152e-02,-3.326291766339929179e+00,-2.946527184615077566e-01,-1.878070272934806995e-01,5.033803844313856565e-03,-1.681504356706148891e-03
1.100000000000000283e-02,-5.384921085651138917e+00,6.905988016907488314e-01,1.180949639001822504e+01,-1.123417781207480259e-01,-2.781302221816505327e+00,-3.152651506209814825e-01,-2.229102084621565616e-01,2.152120038741030597e-02,-7.055430861877981866e-03
1.200000000000000372e-02,-2.961582558767509976e+00,6.429702003358307438e-01,1.415873428466037609e+01,-1.760732512203240507e-01,-2.181541963840356146e+00,-3.393988597738409885e-01,-2.473171006845523434e-01,2.128280909629679668e-02,-3.215667180699608666e-03
1.300000000000000461e-02,-5.028412372769784255e+00,5.667665928726020041e-01,1.453559871351457566e+01,-2.235524787046768713e-01,-1.316218082967299141e+00,-3.470767897023703252e-01,-2.819268537014293918e-01,3.627264934973294802e-02,5.779344588661946940e-03
1.400000000000000550e-02,-3.752090911324519329e+00,4.937643902935411888e-01,1.549737340891304171e+01,-2.784589446229400744e-01,-4.517307574109188928e-01,-3.618109209113777314e-01,-3.087613796113869435e-01,4.904648404451547594e-02,-3.167786873782526061e-03
1.500000000000000638e-02,-3.929089284084075651e+00,4.368242741837503051e-01,1.538118877484158098e+01,-3.118548440541897282e-01,4.625497802717928320e-01,-3.567980298196893330e-01,-3.398732027291184732e-01,7.072331718887359120e-02,-3.515895755041409387e-03
1.600000000000000727e-02,-4.073037265699091414e+00,3.422394205421884772e-01,1.457122273094923770e+01,-3.396417345392694354e-01,1.416405276386523360e+00,-3.891185796910324179e-01,-3.613853972046027763e-01,8.672684023734172909e-02,1.121937067235265553e-02
1.700000000000000816e-02,-4.183529394406928503e+00,2.661305060283808976e-01,1.329033045149058978e+01,-3.711123286065164395e-01,2.271646067091526167e+00,-3.763056653417654052e-01,-3.924685235349447687e-01,1.049170016999797367e-01,-1.860702477933002391e-02
1.800000000000000905e-02,-6.096893912315291431e+00,1.729777677666042013e-01,1.077504002055138876e+01,-3.474029076083359202e-01,3.239962199055895553e+00,-3.932387202652489200e-01,-4.189785740237916278e-01,1.386460858948541375e-01,-1.169740381736867653e-02
1.900000000000000994e-02,-4.112732709123085861e+00,8.687893256414290499e-02,9.608490942492847964e+00,-3.412260940665478581e-01,3.885209844340234309e+00,-3.940488452271080910e-01,-4.593963807963103441e-01,1.617509723092313279e-01,-5.500744246249704992e-04
2.000000000000001082e-02,-4.002925450884658787e+00,-6.981412856358303054e-03,7.247459167463167873e+00,-3.195370909223084199e-01,4.392001460347894515e+00,-3.783996949105606911e-01,-4.853897373197458842e-01,1.952583450145991273e-01,-9.817167875514540547e-04
2.100000000000001171e-02,-6.497618760499705992e+00,-1.803635675364877178e-01,-9.591163478553831112e+00,-2.964125462942227007e-01,4.548322903287103536e+00,-3.170530882115985549e-01,-5.113936830327714400e-01,2.207316515689981273e-01,5.140808002404193347e-03
2.200000000000001260e-02,-6.008473604272979163e-01,-2.402678845904489824e-01,-7.483343351301130042e+00,-2.854655359990670993e-01,4.108277476628898306e+00,-2.952693271878260028e-01,-5.338750733009044458e-01,2.532839186741414061e-01,8.771698186574319878e-03
2.300000000000001349e-02,-1.914908455346293170e+00,-2.664244225883762307e-01,-5.259261429452013914e+00,-2.442351513762151538e-01,3.786308004643599734e+00,-2.781680199689505195e-01,-5.712463314021525296e-01,2.779399177717257752e-01,6.742925109519702642e-03
2.400000000000001438e-02,-1.791955948077735394e+00,-3.301432323726411489e-01,-7.636866620114703963e+00,-2.055364573296745712e-01,3.315438223759861192e+00,-2.305764674566332384e-01,-5.964450533949331446e-01,3.061399805087759995e-01,1.183861736148633659e-02
2.500000000000001527e-02,-7.136368560796557681e+00,-3.759896411233480951e-01,-1.044873922110542175e+01,-1.932759338910249869e-01,3.265953068801571657e+00,-1.978218823007541483e-01,-6.214251741599197132e-01,3.403146734370196547e-01,3.579664199482667994e-03
2.600000000000001615e-02,-3.619996970749459031e+00,-3.714292174604956753e-01,-5.990744443893941451e+00,-1.834393956013263549e-01,2.986905195913593491e+00,-1.888805042731533101e-01,-6.463423823576827099e-01,3.632522580082678809e-01,-9.289432514086920414e-04
2.700000000000001704e-02,-3.259180875712809122e+00,-4.354696181351103146e-01,-8.881268808619696031e+00,-1.368023629450253187e-01,2.523859948185818602e+00,-1.442858046155479357e-01,-6.777969297342121280e-01,3.907886434265257503e-01,-1.062602381432351840e-02
2.800000000000001793e-02,-3.617755291167104481e+00,-4.022782459203617655e-01,-9.286428310576892997e+00,-9.702604449413154697e-02,2.118972143605189373e+00,-8.847200874416742689e-02,-7.079658244811601886e-01,4.261022492218054514e-01,2.647235259468063741e-03
2.900000000000001882e-02,-3.648080539959208224e+00,-4.209463636469891745e-01,-1.081694229272608609e+01,-7.687741234610720453e-02,1.682895793834683351e+00,-5.283195294130810932e-02,-7.254475821428301163e-01,4.445957627262031586e-01,5.841663378409487316e-03
3.000000000000001971e-02,-3.654935354222493604e+00,-4.208156044181538546e-01,-1.213691722346936430e+01,-7.118426824989747270e-02,1.224748024970410132e+00,-1.049472124301915540e-02,-7.519541765890888074e-01,4.791812315415441836e-01,1.233971266313386474e-02
3.100000000000002059e-02,-3.628079463905987012e+00,-4.662886905788610203e-01,-1.323115023985434213e+01,-3.405523657349767558e-02,7.986634910479146754e-01,2.505403560474261243e-02,-7.715786465671752303e-01,4.908548359641071723e-01,-2.155588628033602849e-02
3.200000000000002148e-02,-3.503465705979495137e+00,-4.453401964025860971e-01,-1.395725964531180985e+01,-3.158990015385534228e-02,4.052342306324793197e-01,5.560933763336090713e-02,-7.874469690043520709e-01,5.203621407533411958e-01,-4.761150827627479154e-03
3.300000000000002237e-02,-3.289891339051540964e+00,-4.402697482506306437e-01,-1.421729375917089833e+01,8.077741455749238089e-03,4.903398289525119809e-03,1.052371493535056851e-01,-8.106397406579428644e-01,5.434511129840232657e-01,-5.872418970243937185e-03
3.400000000000002326e-02,-2.967474522321029706e+00,-4.173386132704795526e-01,-1.400647424281214981e+01,-4.381633842818934664e-03,-3.589272881476977539e-01,1.573136498621865442e-01,-8.245226181242552022e-01,5.675952888391336826e-01,-3.489776409430053110e-04
3.500000000000002415e-02,-2.543605792876162397e+00,-3.828491935069230911e-01,-1.330096569067483436e+01,1.719440070311668151e-02,-6.838766403787138737e-01,1.933315411084969848e-01,-8.219069885267119568e-01,5.878568590348446365e-01,-8.522430306225935778e-04
3.600000000000002504e-02,-2.026195227753819772e+00,-3.890609991466498774e-01,-1.219614171340123931e+01,1.749989433190908550e-02,-9.572007484267565092e-01,2.391063612602510324e-01,-8.266323501736265733e-01,5.949274430160398364e-01,9.156884004592516155e-03
3.700000000000002592e-02,-1.444730243588366880e+00,-3.362881218360512792e-01,-1.079263198871337615e+01,2.484319433692645795e-02,-1.249369131544743050e+00,2.495214142012326664e-01,-8.271646749922255681e-01,6.091316203712663357e-01,-1.857975296356014980e-02
3.800000000000002681e-02,-8.052128631392523328e-01,-2.795296534113579923e-01,-9.171805104331181013e+00,7.868584485877239132e-04,-1.487113848912576142e+00,2.931904821377023795e-01,-8.314086128465937309e-01,6.211720576657348003e-01,2.049842422164613320e-02
3.900000000000002770e-02,-1.714872935353863870e-01,-2.557417184365053942e-01,-7.363051059789290420e+00,2.010402254609721523e-02,-1.728634278641985711e+00,3.177799259941474497e-01,-8.135456303380813603e-01,6.161778854187286436e-01,-1.333551515263469919e-02
4.000000000000002859e-02,4.748656766214454095e-01,-1.933795927600772124e-01,-5.515928884744777605e+00,1.074680760154668110e-02,-1.955117367465208922e+00,3.323719019166092581e-01,-8.078260842154971755e-01,6.368379455249421062e-01,-1.361131425264650897e-02
4.100000000000002948e-02,1.047112445642678358e+00,-1.330844027275746577e-01,-3.637265292972658770e+00,2.288725985910650129e-02,-2.165478343445365272e+00,3.610707269460544655e-01,-7.926391660128048189e-01,6.483371415883606437e-01,-1.202422584122304211e-04
4.200000000000003036e-02,1.535262832823584889e+00,-8.881677409386326549e-02,-1.860455708519136664e+00,2.054369026843372997e-02,-2.370978507999749851e+00,3.656957235828364738e-01,-7.879306709772679884e-01,6.474401982926348831e-01,-5.372446795494058985e-03
4.300000000000003125e-02,1.960326974283987944e+00,-6.082394410279746977e-02,-2.202313699006896996e-01,7.696703692464221432e-03,-2.551180227118200250e+00,3.720998899091693124e-01,-7.779111599015100520e-01,6.551259287947114318e-01,5.646870472167908953e-03
4.400000000000003214e-02,2.232041332839038716e+00,-1.988303557731852314e-02,1.185940526268510098e+00,2.979343228636069027e-02,-2.685708379289557968e+00,3.657370322893119807e-01,-7.695282493392437972e-01,6.719412568336976532e-01,1.738655988709805408e-03
4.500000000000003303e-02,2.415878729431855554e+00,9.363365612984852343e-03,2.301219211398630726e+00,7.939641303098604261e-03,-2.770053576984141674e+00,3.568955937423954894e-01,-7.731229948351926451e-01,6.779828838655438394e-01,6.648170764564768388e-03
4.600000000000003392e-02,2.459370118538928729e+00,3.240734593414867221e-02,3.057479294251287172e+00,9.484921682307368915e-03,-2.783299592455371840e+00,3.353700754080409241e-01,-7.750396243506729732e-01,6.863439100188453157e-01,1.963985996706479192e-02
4.700000000000003481e-02,2.391462297148543303e+00,5.748755767074685552e-02,3.448562930210846034e+00,3.399050807534444163e-02,-2.763549475556220436e+00,3.326107202379424144e-01,-7.815632682385599272e-01,6.969485805000714684e-01,-2.090331553357928016e-03
4.800000000000003569e-02,2.249763393164976755e+00,6.027662085795124081e-02,3.519307159447044420e+00,9.385555847767131088e-03,-2.653223882006568335e+00,3.223203478627740814e-01,-7.843402790248430456e-01,7.126203809021819380e-01,3.788976340892103931e-03
4.900000000000003658e-02,2.076193388444324217e+00,7.133181720426426398e-02,3.232932023716974967e+00,2.453134311488729125e-02,-2.465969525766407155e+00,2.967975641082478688e-01,-7.859001715091925577e-01,7.260865154739768457e-01,-7.934739355773963790e-03
5.000000000000003747e-02,1.826013423906804878e+00,5.946182910095337837e-02,2.671290949678372328e+00,2.315704048249043329e-02,-2.245848776695631877e+00,2.822784230446709897e-01,-8.079723176005215723e-01,7.419127030815658719e-01,-6.600599797874221950e-03
5.100000000000003836e-02,1.578356171521109186e+00,8.760872768594094029e-02,1.953735963043024881e+00,4.139568041283932590e-04,-1.912155357731336602e+00,2.775836227879081020e-01,-8.286718956821588211e-01,7.541889158377551583e-01,-1.408181505341754743e-02
5.200000000000003925e-02,1.326151166885051857e+00,8.342380650884240190e-02,1.104946302435237726e+00,-6.645023035327596653e-03,-1.533025476898691508e+00,2.601653096041461888e-01,-8.430719202247998201e-01,7.658938667975868642e-01,5.567496033898673051e-04
