1.000000000000000021e-03,-7.929561185825935166e-01,5.288483555883665560e-02,9.770923767226054935e+00,-1.122352077440597626e-03,1.372795865460112001e-03,1.723471079357323868e-02,-2.475969451892282014e-03,7.321935690015903692e-03,1.659985644869691260e-02
2.000000000000000042e-03,4.640823258487456471e+00,3.625017525121281003e-02,1.390582606709554270e+01,3.854505289594171991e-02,-3.241132095903362376e-02,-4.812290030645878514e-02,-6.638463588691318612e-03,-9.824665028328457422e-03,-3.644444799686846412e-03
3.000000000000000062e-03,4.678783460313140630e+00,8.370755488487083285e-02,6.110322020905304186e+00,5.390186525851792948e-02,-8.934080700927288232e-01,-8.637693833086149131e-02,-2.820593974167444687e-02,6.991479849660323966e-03,-8.891596847532682799e-03
4.000000000000000083e-03,4.251531145873973294e+00,8.398064936611993048e-02,6.234041999425109282e+00,9.008488913521704722e-02,-1.723677876194516845e+00,-1.356960968068103013e-01,-3.103339449814061096e-02,-2.875728209785127017e-04,1.582894565084467381e-02
5.000000000000000104e-03,3.572661875251919472e+00,9.613955892295969474e-02,6.652353311137210845e+00,9.460952540675676703e-02,-2.482500718227603986e+00,-1.666625582487248070e-01,-5.364649724627093552e-02,-4.529822866500828743e-03,-1.741653870250367715e-04
6.000000000000000125e-03,2.667743666901783772e+00,1.053660627778043729e-01,7.147325711774601409e+00,1.192252749517461047e-01,-3.150905774966293649e+00,-2.022179853624357926e-01,-8.787827219851583604e-02,-5.448933212197509986e-03,-3.191421133374938105e-03
7.000000000000000146e-03,1.600799182103553431e+00,9.610821742143424440e-02,7.665532167249107687e+00,1.366232671900081408e-01,-3.685435445072266170e+00,-2.407598875948828154e-01,-1.142506917060671784e-01,-3.307474242955490279e-03,-1.120489100129475057e-02
8.000000000000000167e-03,-1.192832226951501262e+01,1.298646888981814518e-01,4.512372865079628426e+00,1.357471903383465905e-01,-3.207230814687804354e+00,-2.411189887630911521e-01,-1.405439975149670173e-01,-1.791063585950473111e-03,-8.005812789061475185e-03
9.000000000000001055e-03,-1.002742010329279454e+00,4.435028254972804285e-01,9.762458295759170568e+00,6.502349034245122339e-02,-3.379416299728384754e+00,-2.571482723513111579e-01,-1.748793265170647537e-01,5.165604432441879904e-03,5.380151594157230044e-03
1.000000000000000194e-02,-1.656577379516474213e+00,7.084049215957034518e-01,1.097093256819023033e+01,-2.602053920143824681e-02,-3.321087208745198804e+00,-3.019681534121976263e-01,-1.973020124991919089e-01,8.646001921371144691e-03,-1.340406061175764170e-02
